word	fequency
best	0.00042847680749370543
wanna	0.0004263935773395007
together	0.00041887001978934926
found	0.0004180395429035514
tomorrow	0.00041667418259978215
wife	0.0004114238795760095
job	0.0004113464622391978
once	0.0004103963403783274
gotta	0.00040900986625542763
such	0.00040884799364209417
matter	0.0004058990969035409
head	0.0004047026471528152
most	0.0004038862461464377
heard	0.0004037454873522347
alone	0.0004030276175017993
ready	0.0004020282300629578
haven	0.00039666532000382274
happy	0.0003931463501487472
already	0.00039154169989483276
days	0.0003906619574310639
brother	0.0003892825212478743
run	0.00038924029360961335
play	0.0003885646513974389
tonight	0.00038740339134526395
door	0.00038614360013714693
bring	0.0003843630013904787
mom	0.00038035841369540277
myself	0.0003783033353000387
open	0.00037698020263453026
yet	0.00037692389911684904
trying	0.0003767901782623562
knew	0.00037491104835974586
whole	0.0003744395063991657
meet	0.0003724055418229321
excuse	0.0003722929347875697
family	0.0003708783089058293
used	0.00036654997598408644
while	0.00036343920663219965
die	0.00036277764029944546
use	0.000361355976477995
start	0.0003608210930600235
took	0.00035889973551915224
pretty	0.00035657017747509225
gone	0.00035522593099045343
called	0.00035485995812552555
idea	0.0003546065922959601
since	0.00035297379028320506
watch	0.0003490043922866799
turn	0.00034892697494986823
hope	0.00034758976640493955
year	0.00034659741690580825
guess	0.0003455698777081262
end	0.00034542911891392316
sit	0.0003444649211736325
beautiful	0.0003437259375040666
hard	0.00034223389428551457
says	0.00034183976966174615
hand	0.0003403336505637738
bit	0.0003397495015678313
school	0.0003384967482994244
both	0.00033716657769420586
worry	0.0003353015236710158
s	0.0003328452827121731
minute	0.0003326271065811584
true	0.0003321133369823174
friends	0.0003313813912524617
face	0.00033019197944144616
soon	0.00032956560280724274
lost	0.0003292770472791265
forget	0.0003289110744141987
bye	0.00032674338898347217
young	0.0003262014676257905
business	0.00032501909375448515
five	0.000324871297020572
killed	0.0003248079555631806
heart	0.0003244490206379629
few	0.00032439271712028173
problem	0.00032321738118868646
wants	0.00032291474978115
later	0.0003216338447539025
eat	0.00032107784751680057
everyone	0.00031548972338694064
drink	0.00031514486434114326
damn	0.0003150533711249113
ago	0.00031419474248027286
shut	0.00031393433871099727
pay	0.00031379357991679426
police	0.0003133994552930258
everybody	0.0003116047806669373
each	0.00030713568895099136
water	0.000306980854277368
anyone	0.00030593220126055555
dear	0.0003059040495017149
also	0.0003053058246263521
shall	0.00030349003618113313
looks	0.000303391505025191
saying	0.00030322259447214736
until	0.00030272290075272664
crazy	0.0003011886298959137
late	0.0002989927927063466
phone	0.0002988872236106943
eyes	0.0002974514839098235
kid	0.00029629726179735875
easy	0.0002954597469718508
ah	0.00029108918641184697
sleep	0.0002908991620396729
mine	0.0002901390645509766
afraid	0.0002891748668106859
doctor	0.00028892853892083063
death	0.0002866552843944518
nobody	0.0002822213823770567
four	0.000281489436647201
under	0.0002794132444327064
second	0.00027921618212082216
music	0.0002782660602599518
somebody	0.00027818160498342996
t	0.0002772666728211103
change	0.00027652768915154447
far	0.0002762391336234283
hands	0.0002746555971886443
aren	0.0002731776298495126
kids	0.00027289611226110656
knows	0.0002716996625103809
actually	0.00027162928311327936
hit	0.0002688352210483494
children	0.0002679554785845805
case	0.00026789917506689934
thinking	0.00026578075521414385
waiting	0.00026487286099153434
its	0.0002648517471724039
gave	0.0002638453217938523
read	0.0002631978313405184
times	0.00026277555495790936
minutes	0.00026114979088486445
speak	0.00026079789389935694
anyway	0.0002606008315874727
stand	0.00025981258233993577
part	0.0002596647856060226
wish	0.00025859501877007965
word	0.0002583909185184853
having	0.0002581234768094995
cut	0.0002566455094703678
stuff	0.0002554772114784827
comes	0.0002546889622309458
war	0.00025437225494398904
married	0.00025426668584833674
number	0.00025400628207906115
happen	0.0002523171765486249
hurry	0.00025157819287905905
fire	0.0002507969815712323
quite	0.0002487982066935494
fight	0.0002484111200094911
rest	0.00024781289513412826
close	0.0002467009006599244
l	0.0002465742177451417
check	0.0002460745240257209
inside	0.00024595487905064835
hurt	0.00024556779236659007
half	0.0002455396406077495
probably	0.0002452229333207927
mr	0.0002440546353289076
moment	0.00024328046196079098
against	0.00024316785492542857
girls	0.00024250628859267436
makes	0.00024249221271325407
working	0.00024233034009992058
exactly	0.00024223180894397846
lady	0.00024215439160716682
women	0.00024191510165702169
asked	0.00024160543230977502
set	0.00024107054889180356
boys	0.0002410635109520934
taking	0.00024066938632832493
husband	0.00024065531044890464
story	0.0002404582481370204
town	0.00024044417225760011
chance	0.00024029637552368694
child	0.0002401696926089042
ass	0.00023832575240484465
yours	0.0002377416034089021
important	0.00023517275541469699
whatever	0.00023389888832715965
different	0.0002329135767677385
trouble	0.00023148487500657784
lord	0.00023037288053237397
point	0.0002302532355573014
deal	0.00022998579384831566
sister	0.00022983095917469235
goes	0.00022969723832019946
o	0.00022926792399788026
party	0.00022798701897063276
week	0.00022736064233642932
walk	0.00022671315188309542
daughter	0.000225108501629181
means	0.00022474252876425314
honey	0.0002246158458494704
dog	0.00022449620087439784
shot	0.00022400354509468729
high	0.0002231801061485996
bed	0.0002228211712233819
gun	0.00022149803855787351
game	0.00022130097624598928
person	0.0002212235589091776
body	0.00022075905488830766
break	0.00022056903051613356
free	0.0002197878192083068
captain	0.00021933739106685715
making	0.00021904883553874096
side	0.00021860544533700143
anymore	0.00021782423402917465
country	0.0002173175023700438
fun	0.0002171134021184494
almost	0.00021559320714105678
buy	0.00021511462724076652
least	0.00021485422347149093
truth	0.00021481199583323003
six	0.00021445306090801233
along	0.00021143378477235752
met	0.00021113819130453117
city	0.00021082852195728453
behind	0.0002095968825080081
send	0.00020842858451612303
though	0.0002071265656697451
hours	0.00020699988275496236
between	0.0002065916822517736
blood	0.0002060919885323529
light	0.00020513482873177235
supposed	0.00020474774204771404
stupid	0.0002037624304882929
brought	0.00020362870963380001
died	0.0002031008641555387
gets	0.00020296714330104583
funny	0.00020293195360249506
ahead	0.00020276304304945144
answer	0.00020262932219495858
full	0.00020172846591205924
welcome	0.00020148213802220394
started	0.0002011302410366964
black	0.00020053905410104373
question	0.00019766053675959193
line	0.0001970623118842291
front	0.00019609107620422825
bitch	0.00019584474831437298
hate	0.00019528875107727105
um	0.00019465533650335744
shoot	0.00019435270509582096
white	0.00019424713600016869
poor	0.00019419083248248747
hot	0.00019402192192944384
order	0.0001936418731850957
anybody	0.00019351519027031297
jesus	0.00019309995182741408
ha	0.00019204426087089142
sometimes	0.00019148122569407933
reason	0.00019114340458799208
king	0.00018942614729871522
tried	0.0001880044834772647
seems	0.00018799744553755457
either	0.00018738514478277142
outside	0.00018723031010914809
m	0.00018687137518393038
couple	0.0001865405920175533
ma	0.00018619573297175588
trust	0.0001855763942772626
months	0.000184569968898711
alive	0.00018452070332073995
hour	0.00018334536738914473
pick	0.0001831342291978402
able	0.0001823882075885642
sick	0.00018223337291494086
perhaps	0.00018212076587957845
save	0.00018186036211030287
clear	0.00018140289602914305
office	0.00018066391235957717
gentlemen	0.00018042462240943204
john	0.00018036831889175085
become	0.0001800727254239245
book	0.00017907333798508303
living	0.00017786281235493707
playing	0.0001769056525543565
food	0.00017684934903667532
daddy	0.00017660302114682003
telling	0.00017632854149812413
cool	0.00017598368245232675
dance	0.00017525877466218119
red	0.00017496318119435483
news	0.00017473092918391986
leaving	0.0001746957394853691
lose	0.00017430865280131078
cold	0.00017406936285116565
promise	0.00017406232491145552
evening	0.00017371042792594795
touch	0.0001736893141068175
power	0.00017165534953058386
scared	0.00017102897289638042
boss	0.00017079672088594542
fact	0.00016912169123492948
dinner	0.00016811526585637789
jack	0.0001679111656047835
master	0.00016754519273985563
uncle	0.00016715810605579732
himself	0.00016712995429695674
small	0.00016660914675840555
darling	0.0001650185723839114
quiet	0.0001649763447456505
write	0.00016482854801173734
hmm	0.00016366025001985228
taken	0.00016363913620072183
luck	0.0001631957459989823
ten	0.0001631957459989823
sent	0.00016285792489289505
feeling	0.00016261159700303976
cannot	0.00016221747237927131
air	0.00016185149951434345
earth	0.00016182334775550285
glad	0.00016180927187608256
law	0.00016142218519202425
till	0.00016140810931260393
serious	0.00015989495227492146
wonderful	0.0001590433615699932
needs	0.0001582058467444852
dream	0.00015812842940767356
street	0.00015792432915607917
drive	0.00015734721809984679
hair	0.00015726980076303512
sort	0.00015722053518506406
others	0.00015688975201868697
running	0.00015682641056129562
bet	0.0001567701070436144
lives	0.00015525695000593193
company	0.00015390566558158293
follow	0.00015265291231317604
whoa	0.00015164648693462445
special	0.00015156906959781278
fast	0.0001513227417079575
sound	0.00015116086909462402
sweet	0.00015116086909462402
catch	0.00015113975527549357
words	0.00015093565502389918
careful	0.00015092861708418905
human	0.00015089342738563828
d	0.0001502318610528841
goodbye	0.00014963363617752123
safe	0.00014960548441868065
perfect	0.0001486060969798392
hang	0.00014704367436418566
beat	0.0001465369427050548
million	0.0001458753763723006
rather	0.00014527715149693774
happens	0.0001448548751143287
top	0.00014484783717461853
parents	0.0001445240919479516
alright	0.00014345432511200863
plan	0.00014341209747374773
seem	0.00014308835224708077
ya	0.0001430602004882402
general	0.00014298982109113865
known	0.00014272941732186307
coffee	0.0001423634444569352
ladies	0.0001422508374215728
wow	0.00014199043365229722
lucky	0.0001418919024963551
win	0.0001412866396812821
possible	0.0001411740326459197
past	0.00014008315199084628
calm	0.0001400268484731651
pull	0.0001400057346540346
lie	0.0001397101411862083
y	0.00013932305450214998
sign	0.00013859110877229426
control	0.00013832366706330852
return	0.00013785916304243857
straight	0.00013752134193635132
fall	0.00013733131756417724
team	0.00013727501404649602
longer	0.00013697942057866967
laughing	0.0001365430683166403
kiss	0.0001361419057531617
asking	0.0001357125914308425
tired	0.00013495249394214617
feet	0.00013488915248475482
learn	0.00013427685172997167
drop	0.00013402348590040624
e	0.00013372085449286976
mad	0.0001333830333867825
suppose	0.00013297483288359375
quick	0.00013281296027026026
wake	0.00013234141830968015
strange	0.0001321162042389553
marry	0.00013194025574620155
train	0.00013141944820765035
throw	0.00013118015825750522
loved	0.00013115904443837477
road	0.00013097605800591085
sounds	0.00013068750247779466
land	0.00013023707433634497
felt	0.00013011039142156228
somewhere	0.00012989925323025772
picture	0.00012961069770214153
step	0.00012920953513866293
president	0.00012919545925924264
eye	0.00012916026956069187
hospital	0.00012911100398272081
piece	0.00012899135900764825
weeks	0.0001288576381531554
secret	0.00012819607182040118
sense	0.00012815384418214028
forgive	0.000127302253477212
takes	0.00012718964644184959
pass	0.00012704888764764657
voice	0.00012703481176822625
clean	0.00012681663563721157
looked	0.00012670402860184916
calling	0.00012619729694271828
wonder	0.00012615506930445738
song	0.00012572575498213817
fault	0.0001254653512128626
changed	0.00012538089593634076
state	0.00012536682005692047
seven	0.00012529644065981897
born	0.00012507122658909412
less	0.00012474044342271703
film	0.00012448707759315158
ride	0.00012427593940184705
explain	0.0001238255112603974
joe	0.00012358622131025226
meeting	0.00012276982030387474
class	0.0001222419748256134
act	0.00012191822959894646
none	0.0001219111916592363
given	0.0001218830399003957
finally	0.00012141149793981558
fool	0.00012139742206039528
yesterday	0.00012116517004996029
la	0.0001205739831143076
early	0.00012039803462155383
worth	0.00011997575823894476
ones	0.00011975054416821994
tv	0.00011970831652995902
future	0.0001195253300974951
sex	0.0001194408748209733
strong	0.00011936345748416163
army	0.00011909601577517588
mouth	0.00011892710522213226
moving	0.00011854705647778411
george	0.00011842037356300138
frank	0.00011764620019488478
sing	0.00011737172054618889
bastard	0.00011704093737981178
sun	0.00011686498888705801
certainly	0.0001167664577311159
american	0.00011666792657517378
chief	0.00011661866099720272
worked	0.00011638640898676773
clothes	0.00011571780471430339
horse	0.0001154996285832887
report	0.00011503512456241874
christmas	0.0001147536069740127
sell	0.00011472545521517209
mama	0.00011384571275140322
turned	0.00011383163687198291
questions	0.00011298708410676479
dark	0.00011281817355372116
absolutely	0.00011248739038734406
peace	0.00011229736601516998
month	0.00011228329013574968
movie	0.00011224810043719892
lovely	0.00011223402455777862
boat	0.00011219883485922786
blue	0.00011188212757227108
seeing	0.00011181878611487971
hotel	0.0001116780273206767
speaking	0.00011159357204415488
eight	0.00011127686475719808
eh	0.00011093904365111083
york	0.00011086866425400932
ship	0.00011084051249516872
rock	0.00011049565344937132
continues	0.00011048157756995101
sam	0.0001100804150064724
age	0.00010987631475487802
christ	0.00010958072128705168
murder	0.00010941181073400806
finish	0.00010929920369864564
letter	0.00010898249641168885
court	0.00010884173761748582
works	0.00010869394088357266
swear	0.00010857429590850009
expect	0.00010844057505400722
bill	0.00010843353711429706
finished	0.00010843353711429706
giving	0.00010842649917458691
officer	0.00010811682982734027
present	0.00010791976751545604
near	0.00010762417404762969
worse	0.00010741303585632516
busy	0.0001073637702783541
pain	0.0001073356185195135
kept	0.0001066881280661796
ball	0.0001065755210308172
terrible	0.00010656144515139689
fear	0.00010632215520125176
floor	0.0001063151172615416
laughs	0.00010608286525110662
wear	0.00010578023384357013
kidding	0.00010556205771255544
sea	0.00010544945067719302
fly	0.00010453451851487338
imagine	0.00010446413911777188
forever	0.00010444302529864143
count	0.0001042881906250181
gold	0.00010411224213226432
charlie	0.00010405593861458312
forgot	0.00010386591424240904
radio	0.00010377442102617707
attention	0.00010373923132762632
decided	0.0001036407001716842
idiot	0.00010331695494501725
french	0.0001032676893670462
goddamn	0.00010285245092414729
mistake	0.00010277503358733562
caught	0.0001026201989137123
birthday	0.00010247944011950928
short	0.00010223311222965399
happening	0.00010214161901342203
afternoon	0.00010171230469110282
soul	0.0001012266868511024
figure	0.00010119853509226179
paid	0.00010104370041863847
station	0.00010094516926269635
simple	0.00010047362730211624
bag	0.00010045251348298578
tom	0.00010011469237689853
fish	0.00010003727504008687
date	9.999504740182596e-05
rich	9.992466800472445e-05
blow	9.972056775313007e-05
paul	9.961499865747781e-05
broke	9.932644312936162e-05
miles	9.914345669689769e-05
during	9.910122905863679e-05
ring	9.901677378211498e-05
choice	9.861561121863636e-05
bank	9.859449739950591e-05
david	9.85381938818247e-05
relax	9.839039714791153e-05
except	9.828482805225926e-05
ooh	9.825667629341866e-05
attack	9.812999337863594e-05
join	9.810887955950549e-05
wedding	9.805257604182428e-05
worried	9.801034840356337e-05
table	9.792589312704156e-05
completely	9.752473056356296e-05
across	9.74613891061716e-05
mary	9.744027528704114e-05
paper	9.734174413109903e-05
star	9.71165300603742e-05
message	9.697577126617117e-05
pleasure	9.694058156762041e-05
dude	9.664498809979408e-05
building	9.659572252182302e-05
watching	9.656757076298241e-05
chuckles	9.64971913658809e-05
stick	9.629309111428652e-05
dangerous	9.618752201863426e-05
america	9.604676322443123e-05
meant	9.584970091254701e-05
round	9.55189177461699e-05
honor	9.546965216819884e-05
fair	9.537815895196688e-05
ls	9.494884462964768e-05
hungry	9.48010478957345e-05
middle	9.476585819718375e-05
de	9.467436498095177e-05
thinks	9.461102352356042e-05
buddy	9.441396121167619e-05
lying	9.438580945283558e-05
unless	9.402687452761788e-05
drunk	9.394945719080623e-05
instead	9.392834337167576e-05
government	9.377350869805244e-05
re	9.368905342153063e-05
spend	9.363978784355957e-05
certain	9.357644638616822e-05
major	9.325973909921142e-05
charge	9.276708331950085e-05
needed	9.263336246500798e-05
deep	9.259817276645722e-05
hide	9.255594512819632e-05
hundred	9.245037603254405e-05
english	9.218997226326847e-05
handle	9.215478256471771e-05
bought	9.213366874558726e-05
key	9.164101296587669e-05
cry	9.132430567891989e-05
history	9.128911598036913e-05
interested	9.113428130674581e-05
trip	9.108501572877475e-05
lead	9.097240869341233e-05
window	9.095833281399203e-05
lieutenant	9.088091547718038e-05
michael	9.087387753747022e-05
enjoy	9.085980165804991e-05
system	9.068385316529614e-05
sake	9.066977728587584e-05
fell	9.064162552703524e-05
anywhere	9.061347376819463e-05
quickly	9.059939788877433e-05
cover	9.052901849167282e-05
sitting	9.043752527544086e-05
ran	9.032491824007844e-05
church	9.029676648123783e-05
surprise	9.029676648123783e-05
colonel	9.016304562674496e-05
carry	8.991671773688968e-05
situation	8.991671773688968e-05
tea	8.979003482210696e-05
smart	8.97689210029765e-05
yo	8.97689210029765e-05
force	8.97407692441359e-05
teach	8.964927602790394e-05
interesting	8.958593457051258e-05
information	8.94522137160197e-05
problems	8.943813783659941e-05
paris	8.938887225862836e-05
professor	8.931145492181669e-05
box	8.89806717554396e-05
holy	8.876953356413506e-05
often	8.862877476993204e-05
plane	8.843875039775797e-05
dress	8.83191054226854e-05
lunch	8.824168808587373e-05
thousand	8.817130868877222e-05
smell	8.815723280935192e-05
missing	8.772791848703271e-05
third	8.745343883833681e-05
ground	8.742528707949621e-05
crying	8.73830594412353e-05
talked	8.73408318029744e-05
service	8.722118682790183e-05
respect	8.705931421456835e-05
ice	8.686225190268413e-05
accident	8.661592401282884e-05
stopped	8.628514084645175e-05
tough	8.624995114790098e-05
heaven	8.615845793166902e-05
proud	8.60036232580457e-05
laugh	8.592620592123403e-05
security	8.591213004181374e-05
sad	8.589805416239344e-05
sighs	8.586286446384268e-05
lived	8.580656094616147e-05
art	8.56728400916686e-05
difficult	8.56587642122483e-05
harry	8.553208129746558e-05
mark	8.529982928703059e-05
single	8.523648782963924e-05
dare	8.510276697514637e-05
c	8.509572903543621e-05
group	8.49127426029723e-05
record	8.485643908529108e-05
wind	8.481421144703018e-05
cops	8.460307325572564e-05
fix	8.450454209978354e-05
club	8.444120064239217e-05
upon	8.43074797878993e-05
marriage	8.403300013920341e-05
mike	8.382186194789888e-05
mess	8.375852049050751e-05
besides	8.356145817862329e-05
fighting	8.350515466094209e-05
impossible	8.344885114326087e-05
forward	8.342069938442028e-05
quit	8.330105440934771e-05
entire	8.323771295195635e-05
wine	8.304768857978227e-05
normal	8.289285390615894e-05
visit	8.283655038847773e-05
offer	8.26535639560138e-05
public	8.256910867949199e-05
missed	8.255503280007168e-05
screaming	8.239316018673822e-05
prison	8.231574284992655e-05
smoke	8.228759109108596e-05
killing	8.218905993514384e-05
agree	8.209052877920172e-05
saved	8.202014938210021e-05
river	8.199903556296976e-05
broken	8.19497699849987e-05
neither	8.19216182261581e-05
whether	8.176678355253478e-05
madam	8.145007626557797e-05
weird	8.140784862731707e-05
green	8.137265892876632e-05
bloody	8.114744485804148e-05
arms	8.109114134036027e-05
evil	8.107706546093997e-05
asshole	8.079554787253394e-05
south	8.069701671659182e-05
bob	8.066182701804106e-05
wall	8.064775113862076e-05
bar	8.057737174151925e-05
fat	8.050699234441774e-05
il	8.031696797224365e-05
judge	8.015509535891019e-05
orders	8.013398153977974e-05
seat	8.011286772064928e-05
bear	7.973985691601127e-05
wrote	7.961317400122856e-05
queen	7.95639084232575e-05
slow	7.948649108644583e-05
cause	7.940203580992402e-05
dreams	7.938795993050373e-05
loves	7.937388405108342e-05
teacher	7.935980817166312e-05
cop	7.933869435253267e-05
standing	7.932461847311237e-05
liked	7.930350465398192e-05
north	7.926831495543116e-05
glass	7.917682173919919e-05
protect	7.913459410093829e-05
accept	7.897272148760481e-05
dirty	7.897272148760481e-05
beginning	7.890938003021345e-05
difference	7.889530415079316e-05
cross	7.871935565803937e-05
angry	7.870527977861907e-05
machine	7.869120389919878e-05
scene	7.865601420064801e-05
amazing	7.839561043137243e-05
double	7.835338279311153e-05
share	7.831115515485061e-05
totally	7.830411721514047e-05
honest	7.828300339601e-05
moon	7.825485163716941e-05
personal	7.802963756644458e-05
private	7.800852374731412e-05
joke	7.799444786789381e-05
realize	7.794518228992277e-05
beer	7.79240684707923e-05
space	7.78818408325314e-05
position	7.775515791774868e-05
jump	7.743845063079189e-05
whose	7.743845063079189e-05
jail	7.734695741455992e-05
area	7.71921227409366e-05
promised	7.703025012760313e-05
tree	7.701617424818283e-05
foot	7.698098454963207e-05
continue	7.674873253919708e-05
test	7.674169459948694e-05
cat	7.669946696122603e-05
dying	7.660093580528391e-05
within	7.65868599258636e-05
singing	7.655167022731285e-05
ought	7.65164805287621e-05
brain	7.649536670963165e-05
sergeant	7.645313907137073e-05
nine	7.627719057861696e-05
village	7.62138491212256e-05
peter	7.612939384470379e-05
wearing	7.596752123137032e-05
ln	7.595344535195002e-05
walking	7.592529359310941e-05
field	7.58689900754282e-05
dollars	7.583380037687745e-05
bother	7.576342097977594e-05
girlfriend	7.572119334151503e-05
bus	7.54819033913699e-05
crime	7.546782751194959e-05
congratulations	7.540448605455824e-05
lots	7.510889258673189e-05
doubt	7.501739937049993e-05
camera	7.47921852997751e-05
became	7.468661620412283e-05
german	7.467254032470252e-05
books	7.466550238499238e-05
gives	7.460216092760101e-05
shoes	7.443325037455739e-05
truck	7.429952952006452e-05
ben	7.424322600238331e-05
kick	7.422915012296301e-05
card	7.417988454499195e-05
cash	7.41165430876006e-05
sleeping	7.396874635368742e-05
push	7.387021519774531e-05
moved	7.384910137861486e-05
likes	7.365203906673062e-05
calls	7.362388730789003e-05
cute	7.362388730789003e-05
max	7.358869760933927e-05
park	7.352535615194791e-05
apartment	7.349016645339716e-05
bullshit	7.322976268412156e-05
evidence	7.292009333687492e-05
store	7.291305539716477e-05
grow	7.287786569861402e-05
owe	7.287082775890386e-05
especially	7.228667876296133e-05
aunt	7.227260288354102e-05
reach	7.220222348643952e-05
guard	7.208257851136695e-05
spent	7.204035087310604e-05
summer	7.194885765687408e-05
enemy	7.194181971716392e-05
rules	7.17588332847e-05
ho	7.172364358614924e-05
duty	7.168141594788834e-05
island	7.166734006846803e-05
seconds	7.152658127426501e-05
n	7.136470866093153e-05
johnny	7.125913956527927e-05
eating	7.120283604759807e-05
